Flight ID,Flight Date,Departure Time,Arrival Time,Origin Airport,Destination Airport,Airline,Aircraft Type,Flight Duration,Distance,Revenue,Fuel Cost,Crew Cost,Flight Delay (hours)
555,2020-05-03,13:54:02,11:15:34,Thomasbury,Smithchester,United Airlines,Boeing 737,3.66,2079.27,17562.11,3377.29,1610.21,0.0
556,2022-07-05,12:53:41,06:32:46,Keybury,Shawnton,Southwest,Airbus A320,4.24,447.38,28665.23,3424.65,3545.52,0.0
557,2020-11-22,17:58:36,04:56:19,South Kelly,Nelsonton,JetBlue,Boeing 737,1.55,1180.75,8859.29,4591.65,2604.44,2.85
558,2022-12-01,16:52:04,16:39:48,Nathanchester,Vasquezfort,JetBlue,Airbus A320,4.37,2071.06,21293.22,989.98,2996.2,0.0
559,2020-02-05,00:27:26,14:49:16,Orozcoport,Ronnieborough,American Airlines,Airbus A380,11.05,1555.77,13944.57,5058.36,1589.88,0.0
560,2024-03-24,03:33:05,12:28:09,Jenkinsburgh,Port Markborough,American Airlines,Airbus A320,10.84,409.88,26120.01,9067.51,4676.32,0.0
561,2020-02-19,08:13:55,00:00:28,North Michael,West Laurenville,JetBlue,Airbus A380,5.9,2268.95,4231.68,5328.89,4529.01,0.64
562,2024-11-28,14:11:08,21:29:02,Port Christopher,New Justinhaven,Southwest,Boeing 777,2.58,2180.14,38765.72,7151.8,1660.48,0.56
563,2021-09-09,07:10:17,18:13:38,South Rodneyhaven,Allenland,JetBlue,Boeing 777,6.91,2077.4,22233.76,7545.01,1723.1,0.0
564,2020-03-28,01:09:12,18:16:34,Danielland,South Matthewside,American Airlines,Airbus A380,6.59,1158.41,17074.12,7725.67,3422.06,2.41
565,2021-03-11,00:32:33,19:35:26,West Rebecca,New Christinemouth,JetBlue,Airbus A380,10.57,2837.54,7347.21,3325.45,1590.59,0.0
566,2025-01-30,05:30:16,03:52:14,Port Jocelynside,Alexandertown,United Airlines,Airbus A320,7.95,318.54,22460.6,6286.75,4760.86,0.0
567,2023-12-10,06:11:45,02:27:07,Gallaghertown,New Ashleyborough,JetBlue,Boeing 777,2.07,686.25,22779.94,8075.87,2133.3,0.0
568,2023-04-30,23:33:22,05:27:58,Port Amber,Brownview,Delta,Airbus A320,2.63,2965.8,45137.61,6867.76,1153.92,1.55
569,2022-04-21,22:03:18,00:52:31,New Shelia,New Kimberlyberg,Southwest,Airbus A320,5.84,2002.93,43540.23,2038.42,1891.18,2.54
570,2024-03-20,03:52:59,00:01:38,Lopezhaven,Lake Christopherbury,American Airlines,Airbus A320,6.37,455.8,33777.86,6363.82,4171.19,0.7
571,2025-01-07,10:34:00,00:48:36,Bryantview,Patrickburgh,JetBlue,Boeing 777,4.5,1959.81,16105.04,4314.28,1295.43,3.17
572,2020-12-23,23:48:35,20:44:36,Lake Cynthiafurt,Port Amyview,American Airlines,Boeing 777,1.51,823.13,20023.09,6879.95,1827.36,3.88
573,2020-11-05,13:20:24,08:38:41,East Davidberg,Bradleyborough,JetBlue,Airbus A320,6.38,512.1,12702.62,8581.32,1000.87,0.0
574,2024-09-04,08:22:56,21:42:22,Lake Cassandraberg,West Brittanymouth,United Airlines,Boeing 737,3.2,693.27,21500.16,9484.73,4871.63,0.0
575,2022-07-28,03:59:33,03:19:09,Bishopshire,South Richard,Southwest,Airbus A380,4.93,2664.59,41304.96,7040.44,4254.44,0.0
576,2020-06-06,00:05:16,08:09:44,New Mariaton,North Emilyfurt,Southwest,Airbus A320,5.13,1311.47,22435.51,6850.15,2222.21,0.0
577,2022-10-14,14:43:14,07:20:08,Taylorview,New Dianamouth,United Airlines,Boeing 737,2.6,1745.19,41867.26,8340.45,3356.8,0.0
578,2024-10-19,16:41:14,18:26:48,Whitneyshire,West Nathanville,American Airlines,Boeing 737,6.07,2964.52,21703.77,6204.11,2857.17,0.0
579,2022-05-06,11:43:59,23:34:34,Skinnerland,West Jessica,Delta,Boeing 777,3.59,2964.83,38860.71,4865.57,1545.54,2.73
580,2025-04-07,18:34:43,07:20:53,Leahmouth,West James,Delta,Boeing 737,3.6,1305.92,10490.71,5758.07,4525.64,0.0
581,2024-12-19,05:04:51,06:42:09,Lake Mariahaven,East Debra,Southwest,Airbus A320,9.17,2525.76,9961.42,2925.48,3717.12,0.0
582,2025-04-06,00:33:07,20:19:16,New Amberberg,North Robin,Delta,Boeing 737,11.5,363.85,20165.15,4283.97,3088.59,1.75
583,2022-08-16,02:03:26,19:15:42,Rayfort,Cochranbury,Southwest,Boeing 777,5.16,2419.26,4339.46,7980.48,3964.43,2.99
584,2021-09-22,09:58:17,13:58:59,Charleston,West Alexis,Delta,Boeing 737,3.39,647.49,11060.91,6211.99,4889.66,1.07
585,2025-03-09,15:41:03,02:46:06,Darrellborough,Bonniehaven,American Airlines,Airbus A380,6.81,1676.58,28786.36,2440.53,1710.34,0.61
586,2023-08-08,17:30:47,10:19:37,Holtport,Hernandezborough,American Airlines,Airbus A320,8.43,2513.22,8984.99,7628.2,2704.03,0.0
587,2022-09-21,03:03:44,02:23:33,West Michaeltown,Port Jasminestad,United Airlines,Boeing 737,3.94,501.02,46554.48,7567.73,3853.17,1.22
588,2020-01-26,03:54:12,14:50:17,Hernandezmouth,Nicoleton,Southwest,Airbus A380,8.75,588.37,20637.57,1885.48,3151.35,1.23
589,2021-10-01,09:10:54,11:53:40,Matthewtown,East Jeromeberg,United Airlines,Airbus A380,8.64,2148.23,44402.56,1449.19,3729.09,0.95
590,2023-11-06,08:57:06,19:56:23,Lake Steven,Lake Joshua,Southwest,Boeing 737,11.94,598.77,30103.82,1456.05,2695.43,3.64
591,2023-05-01,03:33:48,11:07:35,Flynnview,West Jessicafort,Delta,Boeing 737,10.79,2709.15,16099.36,9488.27,2792.4,2.61
592,2023-07-31,09:44:48,08:57:29,South Gavin,Davidtown,JetBlue,Boeing 737,11.37,1621.76,11747.53,1078.28,3887.42,0.0
593,2024-12-11,23:02:52,18:11:15,Brooksmouth,South Melanieside,Southwest,Airbus A380,7.05,612.6,9969.86,9719.24,4651.48,2.16
594,2021-05-07,07:56:33,05:31:32,South Vincent,Gomezport,United Airlines,Boeing 737,4.38,764.57,21618.91,727.01,2903.57,1.56
595,2022-12-02,18:33:19,02:07:06,Courtneymouth,Shannonmouth,Delta,Boeing 737,3.24,2911.2,47661.4,9151.52,4165.22,0.68
596,2023-08-20,08:55:01,15:38:16,Taylormouth,West Adam,Delta,Airbus A380,5.08,2211.31,21035.7,1707.29,3662.19,0.56
597,2022-06-29,17:50:40,12:27:06,Parkerton,Lake Ericburgh,American Airlines,Boeing 737,4.64,2087.65,40464.38,6482.32,4092.04,2.52
598,2023-04-10,01:05:35,01:05:00,Port Stevenmouth,Gilbertmouth,Southwest,Airbus A320,4.11,2103.43,12613.83,4331.22,1304.68,1.54
599,2021-07-24,06:01:08,10:27:28,North Joseph,Johnsonmouth,American Airlines,Boeing 737,4.27,2787.65,33259.69,672.13,3547.15,0.94
600,2024-08-12,17:31:30,19:07:58,South Tonystad,New Amandashire,JetBlue,Airbus A380,11.14,2935.21,11610.81,5583.76,4790.22,0.0
601,2020-11-12,08:26:55,05:50:49,New Scott,Lake Sherry,Delta,Airbus A320,2.95,2510.66,39978.9,1975.28,4040.69,0.0
602,2023-07-06,04:52:49,07:17:14,Lake Jorge,Thomasburgh,JetBlue,Airbus A320,1.54,2493.45,49166.87,8176.96,1877.9,1.46
603,2020-03-18,22:27:11,16:29:48,New Michaelberg,New Cherylstad,United Airlines,Boeing 777,4.01,357.51,28877.51,5361.59,1073.87,0.0
604,2022-10-15,13:32:08,20:56:53,Deborahhaven,North Marioton,Southwest,Boeing 777,9.0,636.38,42652.88,9977.42,2679.2,1.01
605,2022-08-13,14:18:36,01:01:32,West Jameston,Jessicafort,United Airlines,Boeing 777,7.13,2135.22,22993.94,6769.98,3834.27,0.0
606,2020-02-25,13:16:46,00:07:56,Lake Michael,Bonnieside,United Airlines,Airbus A320,3.22,2690.36,15820.94,6236.38,3779.06,3.55
607,2021-12-17,21:12:08,17:13:21,West Mary,Wilsonborough,Southwest,Boeing 777,5.93,2539.62,45380.22,2022.09,1297.33,2.95
608,2021-08-14,19:35:38,08:17:02,Kaitlinfort,Port Larrychester,Southwest,Boeing 777,2.36,2451.35,39571.03,1052.1,2005.63,0.0
609,2024-10-15,04:42:22,20:48:17,South Shelbytown,Lake Eric,Southwest,Boeing 737,2.67,342.27,27091.18,6564.02,2816.15,2.39
610,2020-02-18,00:43:39,16:38:02,Lake Erin,Hermanfurt,JetBlue,Airbus A380,2.67,437.03,20844.78,8374.0,3090.7,0.0
611,2023-12-29,10:20:08,03:53:29,Melaniechester,West Amanda,American Airlines,Boeing 737,2.59,1309.47,47405.44,8033.95,4687.54,0.0
612,2021-02-09,01:32:52,12:46:22,East Anne,West Ericfort,Southwest,Boeing 737,9.77,660.73,23747.25,1045.98,1235.02,2.55
613,2020-11-29,02:14:56,14:10:49,Jeffreyshire,East Jason,JetBlue,Boeing 777,5.08,1554.87,14036.12,4701.07,3486.6,0.0
614,2021-01-18,13:11:41,03:50:01,Elizabethmouth,Heidiborough,American Airlines,Boeing 737,2.54,2076.37,22907.59,3131.65,1914.02,0.0
615,2020-04-11,05:21:30,04:24:37,Greenside,New Nicolemouth,United Airlines,Boeing 777,11.98,1721.42,45170.31,6257.66,4979.65,0.0
616,2022-10-05,10:45:21,19:50:48,Port Johntown,Port Marcus,JetBlue,Airbus A380,6.72,2692.43,9738.62,6846.3,3157.31,0.0
617,2020-08-13,18:10:11,12:30:27,Perryland,New Andrewfort,United Airlines,Boeing 737,9.67,2945.63,17253.42,5477.2,2617.67,3.83
618,2023-02-24,00:41:37,22:13:45,Baileyton,West Kayla,United Airlines,Boeing 737,6.75,499.1,12168.0,1146.03,4778.82,2.32
619,2022-07-24,01:26:58,01:23:53,New Cassandratown,Holdenside,Southwest,Boeing 737,11.33,2173.55,5925.9,972.08,2414.95,0.0
620,2021-06-22,18:48:26,03:39:22,Port Brucefort,Lake Vanessa,Southwest,Boeing 737,3.24,1071.69,22442.61,5814.05,4669.61,0.0
621,2021-10-17,20:54:56,06:42:12,Nataliemouth,Brianchester,American Airlines,Airbus A380,10.34,898.14,33239.2,576.85,1768.0,0.0
622,2024-02-26,11:15:59,19:36:11,Amyland,West Meganshire,American Airlines,Airbus A320,7.48,1041.9,41767.9,723.11,1116.67,2.38
623,2022-02-21,04:30:46,09:34:26,Emilyport,Spencershire,United Airlines,Airbus A380,1.72,2507.2,42373.98,1575.74,3613.62,2.92
624,2022-08-06,09:00:15,07:19:59,Marcburgh,New Brandymouth,JetBlue,Boeing 777,3.21,1485.38,13881.41,799.78,3629.08,2.63
625,2025-03-15,08:21:20,07:09:16,Richardsview,Justinburgh,JetBlue,Boeing 737,1.66,939.98,16697.49,5123.93,4850.23,1.59
626,2021-10-20,20:48:58,13:44:33,Suttonborough,Reedview,Delta,Boeing 777,7.35,877.09,26950.76,7199.48,3652.15,0.0
627,2021-09-15,07:13:33,23:07:55,Jorgeville,Port Johnbury,Delta,Airbus A380,6.59,2737.58,26392.56,7992.66,3384.16,0.98
628,2022-10-02,14:05:16,06:20:02,Robertfort,Nelsonborough,American Airlines,Airbus A380,11.94,1000.38,24214.09,3347.7,4970.17,0.0
629,2023-08-21,15:23:40,14:48:03,North Jonathanfurt,Williamsstad,Delta,Boeing 737,2.19,403.72,5855.36,1924.61,2780.56,1.87
630,2022-02-25,10:59:59,11:02:39,Carlosbury,Powellchester,American Airlines,Airbus A320,7.88,2699.93,11683.93,2934.26,4394.76,1.22
631,2020-08-26,14:33:26,19:55:33,Larryborough,Fletcherstad,United Airlines,Airbus A320,10.26,320.0,21263.18,6606.43,1883.94,0.0
632,2020-11-18,06:11:52,06:15:12,Lake Charlesville,Traciberg,American Airlines,Airbus A320,7.64,1778.61,29124.24,1791.12,1595.25,3.35
633,2020-08-04,00:20:44,05:49:39,Port Michael,West Jesse,United Airlines,Airbus A380,4.56,2261.45,35787.32,1309.21,1050.49,0.0
634,2024-03-23,08:24:01,09:24:26,Marymouth,Michellehaven,Southwest,Airbus A380,11.59,1414.87,29755.7,884.82,3248.15,0.0
635,2024-06-11,15:59:56,18:35:05,Wilkinston,New Hannah,JetBlue,Boeing 737,10.54,2412.95,17652.65,8548.22,2804.41,0.0
636,2024-07-26,17:47:12,21:00:37,East Robertstad,Lake Wesleyborough,Delta,Boeing 777,9.03,1285.2,31215.99,3694.72,4057.15,0.0
637,2020-08-04,16:57:06,09:26:23,Michaelland,Faulknershire,United Airlines,Boeing 737,3.81,1759.43,6893.34,7308.24,1806.68,0.0
638,2025-01-17,10:07:17,20:51:55,New Phyllistown,Ryanberg,Southwest,Boeing 777,3.83,2226.13,42744.4,5446.19,3840.96,2.88
639,2021-03-06,20:40:38,20:52:42,South George,New Christophershire,United Airlines,Boeing 777,4.84,1258.72,17084.3,9413.05,3903.92,3.44
640,2021-05-08,20:23:21,02:25:53,West Johnhaven,Lake Micheal,American Airlines,Airbus A320,6.31,1459.09,23331.12,1371.76,4862.11,0.0
641,2021-10-19,20:41:16,19:49:17,Lake Jonathanhaven,Port Jacqueline,Southwest,Airbus A380,11.26,1929.92,44735.3,7628.55,3401.12,3.28
642,2022-02-22,10:25:39,04:23:03,Bensonshire,Ambermouth,Delta,Boeing 777,8.43,1487.71,21059.51,7550.16,3041.97,0.0
643,2022-01-16,20:41:40,20:26:11,Jamesbury,North James,United Airlines,Boeing 737,6.84,2102.72,6678.52,6608.12,2087.01,0.82
644,2024-07-05,16:58:40,13:22:52,Brianside,West Taraborough,Southwest,Boeing 737,11.04,902.97,45605.6,2413.29,4984.33,0.0
645,2021-05-13,04:51:20,13:49:01,East Timothyberg,New Christopher,Delta,Airbus A320,2.69,1220.19,21736.63,6854.52,1213.94,0.0
646,2022-02-24,06:43:27,14:39:13,Gregorychester,North Kelly,Delta,Boeing 777,3.97,352.12,6956.27,6801.7,3695.61,0.0
647,2023-09-21,04:16:45,02:43:25,Lake Kelly,Floydfort,Southwest,Boeing 777,2.09,1896.87,19286.95,1020.97,1070.01,2.64
648,2025-01-01,07:08:34,21:59:43,Heatherbury,Port David,Southwest,Boeing 737,4.53,334.86,36145.57,1116.93,3857.82,3.63
649,2021-04-15,15:19:43,21:03:41,Collinsport,Port Amyhaven,Delta,Boeing 737,7.32,2237.44,30681.25,9136.61,2090.31,3.89
650,2020-01-10,03:54:57,16:50:46,West Jeffrey,Michaeltown,United Airlines,Boeing 777,11.78,1967.48,46381.14,3925.22,2506.84,0.0
651,2021-11-18,00:00:38,14:20:08,North Robertport,North David,Southwest,Boeing 777,2.2,2416.68,23169.6,8863.3,1679.89,0.78
652,2024-12-27,02:47:34,19:16:18,New Sheri,Rebeccahaven,United Airlines,Airbus A320,10.28,2948.61,42103.03,6626.26,3200.48,1.27
653,2023-02-04,08:21:13,12:17:08,Jonathanchester,West Stephanieburgh,American Airlines,Airbus A320,8.22,2998.78,48069.31,7251.92,2145.08,3.14
654,2023-04-01,11:55:37,15:13:03,New Tiffany,Port Lisa,Delta,Airbus A320,8.25,719.38,28441.02,7253.83,3325.49,3.88
655,2024-03-25,13:58:02,15:13:28,Alexanderside,New Heatherport,United Airlines,Airbus A380,7.64,2705.84,33548.24,2370.02,1226.76,2.03
656,2020-12-12,20:24:13,14:16:45,New Richard,East Rhonda,JetBlue,Boeing 737,10.74,841.38,13654.95,4062.34,2763.51,0.0
657,2020-04-19,19:05:44,04:03:34,West Tiffany,Wilsonstad,Southwest,Boeing 737,11.82,935.65,10297.29,6904.72,2558.33,2.18
658,2021-06-14,12:19:36,19:55:15,East Jennifer,New John,Southwest,Boeing 737,8.9,329.9,22574.71,3969.26,4815.85,2.65
659,2022-12-28,14:20:24,11:39:53,East Brittanymouth,Amandashire,Delta,Airbus A320,11.78,1439.64,19213.78,708.7,3351.13,1.62
660,2020-03-22,22:30:35,17:49:21,Port Bethfurt,North Elizabeth,United Airlines,Airbus A320,5.98,801.99,42551.86,2043.45,1420.35,1.97
661,2021-06-05,06:16:30,17:16:22,Lake Charles,South Jasonborough,American Airlines,Boeing 737,11.84,979.94,5984.17,2501.07,1732.09,0.0
662,2023-09-08,21:47:38,15:35:51,Daltonport,North Paula,Delta,Airbus A320,8.34,1209.45,31463.48,1748.42,2786.29,3.98
663,2024-06-09,00:18:19,10:22:53,North Kevin,West Michael,Delta,Boeing 737,3.07,2380.29,15760.31,6886.82,4237.73,1.01
664,2021-10-24,01:18:54,03:50:37,South Kristin,Danielbury,Southwest,Airbus A320,6.16,2719.1,9976.97,7918.01,2237.26,0.75
665,2020-06-21,05:26:03,03:57:01,East Wesleytown,Weissville,Delta,Airbus A380,3.74,1502.87,6976.09,8029.51,3865.46,3.25
666,2021-08-07,04:37:02,06:39:10,Austinshire,Port Cassidyborough,Delta,Airbus A380,3.32,1135.37,45134.28,4421.83,3718.02,0.52
667,2023-02-16,23:50:57,01:33:55,Port Bethburgh,Clintonside,United Airlines,Boeing 737,4.57,489.73,29032.69,3310.74,1785.56,1.84
668,2024-09-12,04:00:57,07:47:59,Perezstad,Lake Lawrence,United Airlines,Airbus A380,3.02,1711.45,4753.74,3025.46,2632.56,3.38
669,2020-11-14,20:24:13,17:53:06,Jillianview,New Veronicaside,JetBlue,Airbus A320,6.97,1405.5,14159.85,5512.27,1946.23,0.0
670,2021-01-14,10:08:00,15:09:18,New Georgebury,Richardbury,Delta,Boeing 737,7.09,1745.53,8551.35,4850.39,2977.58,3.94
671,2020-08-14,06:15:27,09:54:22,South Kristinfort,Andradeburgh,Delta,Boeing 777,11.07,1579.69,37013.25,3571.86,1044.43,1.9
672,2022-01-18,02:42:24,17:43:20,Shieldston,Bellburgh,Delta,Boeing 737,10.13,580.69,10860.28,6762.47,1181.38,0.56
673,2023-11-02,11:37:43,11:53:22,East Robert,Nancychester,JetBlue,Airbus A380,2.83,431.44,14238.71,4580.57,1030.77,0.0
674,2021-04-11,14:42:44,23:26:24,North Matthew,Hancockburgh,JetBlue,Airbus A380,9.63,721.03,23345.79,2450.77,3660.46,2.99
675,2023-06-12,23:26:10,14:38:01,East Tony,East Zacharyport,American Airlines,Airbus A380,3.9,1073.95,16550.01,4814.5,4074.78,0.0
676,2021-11-07,05:44:41,13:39:22,Charlesstad,East Brian,Delta,Boeing 777,8.32,1293.14,16208.26,6234.74,2258.32,1.19
677,2021-07-22,16:40:51,16:18:16,Fergusonstad,West Raymondhaven,American Airlines,Boeing 777,5.25,483.86,20723.29,7535.67,4773.78,0.0
678,2021-08-08,00:21:58,10:05:08,South Laura,Robertsville,United Airlines,Airbus A320,7.92,1455.55,19409.45,9831.84,4211.71,3.35
679,2023-09-25,19:22:20,17:29:05,Simpsonmouth,East Veronica,American Airlines,Boeing 777,7.59,2965.36,24012.42,5748.77,2869.12,0.0
680,2023-08-12,03:02:48,04:46:10,South Marie,North George,JetBlue,Boeing 737,9.44,691.51,23760.44,7651.65,2511.93,3.88
681,2020-05-31,04:04:29,13:09:34,New Catherine,Port Josephchester,Southwest,Boeing 737,8.16,1825.85,8996.3,4972.71,4952.43,3.81
682,2022-11-12,06:45:52,07:02:29,Beckport,Mannstad,American Airlines,Boeing 737,1.51,1726.07,21018.01,7778.03,3114.74,1.35
683,2020-07-16,00:11:18,05:16:25,North Alyssaville,Lake Madison,JetBlue,Airbus A320,11.96,1383.93,11025.18,4237.95,2050.64,3.82
684,2022-11-30,11:04:13,17:35:28,Martinville,Melissamouth,JetBlue,Airbus A380,4.42,1161.66,46827.95,8923.48,2181.13,0.0
685,2022-04-20,05:43:01,10:07:18,East Lisa,Port Michael,Delta,Airbus A320,10.27,331.03,9952.8,9789.21,2661.51,0.0
686,2022-03-25,21:15:28,11:42:30,Jenningsborough,Aimeefurt,JetBlue,Airbus A320,8.97,2496.5,14895.95,4000.26,1443.04,2.06
687,2024-08-12,11:05:01,21:02:47,West David,New Rogerville,United Airlines,Boeing 777,8.08,2522.61,43342.64,7974.27,3488.21,1.55
688,2021-12-24,18:57:58,02:30:08,New Louis,Port Nicholas,JetBlue,Boeing 737,2.22,2818.5,28342.65,8660.93,1987.05,1.63
689,2023-04-09,18:09:58,08:46:32,North Jasmineport,South Ian,American Airlines,Airbus A320,3.93,2203.08,38109.94,2635.29,2826.85,1.92
690,2023-11-21,11:24:37,15:13:37,Douglasborough,South Robinhaven,Delta,Boeing 777,3.36,1068.99,19278.74,1045.43,4167.79,2.83
691,2020-10-29,03:49:54,16:33:18,Sarahborough,Mejiaville,JetBlue,Airbus A320,1.59,2463.0,45506.31,1058.04,4109.34,0.0
692,2023-08-10,02:08:06,01:51:46,West Brianfurt,Port David,United Airlines,Boeing 737,3.44,1720.91,33904.6,9246.14,2668.02,0.0
693,2021-05-14,12:25:04,13:07:08,Maryville,Phillipsview,Delta,Airbus A320,8.91,1960.38,19792.86,1653.81,1792.08,0.0
694,2023-10-11,02:52:29,02:36:21,Kathleenton,West Samantha,JetBlue,Boeing 737,2.72,1908.03,14455.66,6547.92,2344.21,0.0
695,2021-03-23,19:15:24,01:09:00,Oliverbury,Mullenchester,American Airlines,Boeing 777,10.56,1944.98,11124.55,7104.28,2698.78,2.32
696,2022-12-29,04:56:38,16:32:56,Sharichester,New Sarah,JetBlue,Boeing 777,7.98,2065.93,29954.13,832.47,3951.52,0.0
697,2023-04-26,10:43:40,09:11:07,Maloneshire,Kathleenbury,Southwest,Boeing 737,1.77,695.47,14105.0,1998.88,4801.84,0.0
698,2020-05-13,20:45:43,17:54:29,North Jean,Michaelborough,Southwest,Boeing 737,7.43,2882.9,49431.85,7981.88,3801.63,0.0
699,2020-11-29,16:25:20,21:26:21,Turnerburgh,Jasonbury,United Airlines,Airbus A320,10.81,1664.18,30331.76,8945.62,3730.56,0.0
700,2022-08-14,00:17:48,13:15:00,Maciasport,Kristimouth,United Airlines,Airbus A320,3.52,1827.57,46124.46,7197.02,1838.52,0.0
701,2024-06-04,08:59:22,08:37:30,Millerstad,New Mary,Delta,Airbus A380,11.99,1546.31,44473.42,595.14,4813.75,0.0
702,2024-04-01,06:02:52,22:08:06,Clarkberg,New Zacharystad,JetBlue,Airbus A320,6.67,1407.37,39473.35,6781.51,3807.13,0.0
703,2021-05-03,10:37:06,19:04:59,Danielton,West Melissaside,JetBlue,Airbus A320,1.89,2572.55,40109.05,3777.34,1695.1,0.0
704,2024-09-30,19:37:29,22:41:20,New Diana,Jamiefurt,JetBlue,Airbus A380,8.24,1494.66,19010.43,8316.22,2730.53,3.65
705,2025-04-18,03:54:45,05:46:44,Adamsshire,Porterland,Delta,Boeing 737,2.28,2852.48,43016.54,9006.91,1447.2,0.81
706,2020-08-26,04:50:57,18:13:47,South Nathan,Nunezmouth,American Airlines,Airbus A320,2.41,2972.48,45038.53,5292.78,3987.53,0.0
707,2023-03-11,04:16:33,05:49:58,Christopherview,Whiteview,American Airlines,Airbus A320,9.7,2415.02,30323.46,9827.99,2380.04,0.0
708,2022-07-23,16:44:32,22:28:00,Christopherside,West Amanda,American Airlines,Boeing 777,7.59,1506.7,29640.19,2651.48,1658.66,0.0
709,2021-01-23,09:14:38,19:14:28,Kennethmouth,Dennisstad,Southwest,Airbus A320,11.63,2518.72,11927.1,2068.22,2433.48,2.98
710,2020-04-28,11:15:07,19:07:10,Scottshire,Michaelstad,Southwest,Boeing 737,10.94,1220.46,33096.08,6776.84,1490.85,0.0
711,2021-02-14,19:50:03,16:36:35,Kathyberg,Calderonstad,American Airlines,Airbus A320,7.19,1036.05,15673.03,8439.36,4431.88,3.64
712,2021-08-08,10:35:03,09:24:16,Robinsontown,Port Jon,American Airlines,Boeing 737,3.9,2730.01,33892.68,6208.15,2025.09,1.32
713,2024-11-07,23:53:52,04:02:41,Youngstad,Adriennehaven,United Airlines,Airbus A380,10.77,1473.03,24419.85,4230.65,3327.67,2.55
714,2022-09-20,05:51:49,23:12:52,West Catherine,North Kaitlyn,Delta,Boeing 737,2.89,1072.77,36692.46,9376.25,2966.39,0.0
715,2023-05-18,01:55:28,18:07:39,Nicoleville,East Erika,JetBlue,Airbus A380,2.0,1118.35,34765.24,3457.31,1090.28,1.69
716,2021-11-30,00:43:48,03:14:50,East Dorothychester,Pollardville,American Airlines,Boeing 777,9.5,2491.02,19153.67,1215.47,4927.58,0.0
717,2022-03-01,00:23:55,21:02:39,West Andrewberg,Heatherville,United Airlines,Airbus A320,3.86,2760.36,18847.53,734.2,4126.47,2.53
718,2023-11-06,03:54:06,17:45:29,Guerrerohaven,North Marcusside,JetBlue,Airbus A380,6.33,649.05,41117.97,2351.22,4251.27,1.16
719,2024-04-27,00:03:26,22:26:12,Brownfort,Terrybury,American Airlines,Boeing 777,3.95,2112.3,11505.66,9595.6,3642.32,0.0
720,2024-04-05,04:26:18,07:12:13,Leonmouth,Loriland,JetBlue,Boeing 777,8.19,830.37,12542.2,7698.14,2024.29,3.66
721,2024-08-12,06:59:54,22:18:26,Haleberg,Greenehaven,JetBlue,Airbus A380,11.64,2166.98,30052.06,3343.29,4289.29,0.98
722,2021-07-31,16:51:43,04:39:08,Proctorfurt,Floresmouth,Delta,Boeing 737,1.66,2838.77,29076.19,7924.66,2805.8,0.0
723,2022-12-28,19:11:27,22:29:30,Port Micheal,Christianhaven,JetBlue,Airbus A380,2.69,580.05,15349.0,1919.84,3863.77,0.0
724,2025-02-02,10:14:15,10:46:29,Jonesmouth,Ibarrahaven,Delta,Airbus A320,7.42,1669.2,9359.25,4683.02,4059.07,2.77
725,2021-02-09,14:26:03,19:12:30,Duarteborough,Watsontown,American Airlines,Airbus A380,7.3,2485.59,44408.1,8867.74,1795.69,0.0
726,2022-04-28,10:13:49,20:53:28,North Christopher,Mercadoshire,Delta,Airbus A380,10.82,1370.28,24865.79,7637.38,2428.1,0.0
727,2020-06-24,19:55:13,21:26:29,Robertshire,Floresland,JetBlue,Boeing 737,4.42,1258.67,6727.4,8276.03,3001.55,0.0
728,2023-07-30,09:24:41,13:36:40,Lake Hayley,North Rebecca,American Airlines,Airbus A380,5.3,1064.21,33316.55,1331.14,4620.84,0.0
729,2021-04-29,18:51:27,00:33:37,Lake Tracy,Claireland,Delta,Airbus A320,10.7,2696.63,10437.78,1563.95,4173.43,1.24
730,2020-12-10,11:47:59,11:08:48,Ericaside,Michelleburgh,American Airlines,Boeing 777,11.39,1231.84,25563.26,1226.68,1867.4,1.44
731,2023-03-01,09:10:38,10:30:39,Webbmouth,East Isaacberg,American Airlines,Airbus A380,7.23,455.04,3126.88,4977.37,1648.59,1.17
732,2022-01-31,19:17:30,18:49:17,New Jeffrey,Kelseytown,JetBlue,Airbus A320,3.98,732.51,21744.18,4514.47,3209.64,0.0
733,2023-09-17,09:34:27,22:08:05,Mariahton,Juanland,United Airlines,Boeing 737,4.0,2786.26,38827.52,4623.49,3302.87,0.0
734,2022-11-01,15:36:07,19:34:44,Melendezbury,South Justin,United Airlines,Airbus A320,7.98,1479.42,35911.2,2036.74,1627.87,0.0
735,2021-05-19,22:18:06,02:06:25,Dixonport,Hallside,Southwest,Boeing 737,4.2,1128.95,21282.27,3690.86,4555.28,0.0
736,2023-01-16,01:42:29,21:38:24,North Robert,Clarkside,Southwest,Boeing 737,6.25,2940.63,14435.13,956.29,4147.64,0.0
737,2024-10-08,16:18:21,13:49:18,Connerstad,Andersonville,Delta,Boeing 737,2.65,685.45,3412.81,4782.58,2606.05,2.86
738,2021-10-08,19:32:20,09:07:39,Davischester,Lake Johnstad,United Airlines,Airbus A320,5.42,2570.89,17644.73,9279.97,1373.35,1.97
739,2023-12-26,02:52:29,07:52:42,Joanntown,Brettport,JetBlue,Airbus A320,6.92,527.01,22415.28,2037.63,4141.58,0.0
